match.id,series.id,end.time,duration..s.,mode,map,team,player,win.,score,kills,deaths,X...,k.d,kills.per.10min,deaths.per.10min,player.score,player.spm,damage.dealt,ekia,assists,headshots,suicides,team.kills,team.deaths,kills..stayed.alive.,hits,shots,accuracy....,num.lives,time.alive..s.,avg.time.per.life..s.,fave.weapon,fave.specialist,fave.scorestreaks,hill.time..s.,hill.captures,hill.defends,snd.rounds,snd.firstbloods,snd.firstdeaths,snd.survives,bomb.pickups,bomb.plants,bomb.defuses,bomb.sneak.defuses,snd.1.kill.round,snd.2.kill.round,snd.3.kill.round,snd.4.kill.round,ctrl.rounds,ctrl.firstbloods,ctrl.firstdeaths,ctrl.captures,X2.piece,X3.piece,X4.piece,X4.streak,X5.streak,X6.streak,X7.streak,X8..streak
2.00E+00,champs-losers-5-1,2019-03-17 18:22:38 UTC,579,Hardpoint,Arsenal,Enigma6,General,L,173,19,24,-5,0.791666667,,,3315,,4314,,,,,,,,,,,,,,,,,44,,,0,,,,,,,,,,,,0,,,,,,,,,,,
2.00E+00,champs-losers-5-1,2019-03-17 18:22:38 UTC,579,Hardpoint,Arsenal,Enigma6,Frosty,L,173,20,21,-1,0.952380952,,,3980,,3933,,,,,,,,,,,,,,,,,76,,,0,,,,,,,,,,,,0,,,,,,,,,,,
2.00E+00,champs-losers-5-1,2019-03-17 18:22:38 UTC,579,Hardpoint,Arsenal,Enigma6,Diabolic,L,173,12,21,-9,0.571428571,,,2130,,3254,,,,,,,,,,,,,,,,,26,,,0,,,,,,,,,,,,0,,,,,,,,,,,
2.00E+00,champs-losers-5-1,2019-03-17 18:22:38 UTC,579,Hardpoint,Arsenal,Enigma6,Kismet,L,173,18,25,-7,0.72,,,3375,,3733,,,,,,,,,,,,,,,,,27,,,0,,,,,,,,,,,,0,,,,,,,,,,,
3.00E+00,champs-losers-2-1,2019-03-17 18:22:38 UTC,600,Search & Destroy,Arsenal,Excelerate,Jetli,L,3,8,6,2,1.333333333,,,,,,,,,,,,,,,,,,,,,,,,,9,2,0,,,,,,,,,,0,,,,,,,,,,,
3.00E+00,champs-losers-2-1,2019-03-17 18:22:38 UTC,600,Search & Destroy,Arsenal,Excelerate,Brack,L,3,6,8,-2,0.75,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,,,,,,,,,,0,,,,,,,,,,,
3.00E+00,champs-losers-2-1,2019-03-17 18:22:38 UTC,600,Search & Destroy,Arsenal,Excelerate,MRuiz,L,3,1,8,-7,0.125,,,,,,,,,,,,,,,,,,,,,,,,,9,0,1,,,,,,,,,,0,,,,,,,,,,,
3.00E+00,champs-losers-2-1,2019-03-17 18:22:38 UTC,600,Search & Destroy,Arsenal,Excelerate,Profeezy,L,3,9,8,1,1.125,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,,,,,,,,,,0,,,,,,,,,,,
3.00E+00,champs-losers-2-1,2019-03-17 18:22:38 UTC,600,Search & Destroy,Arsenal,Excelerate,Skyz,L,3,9,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,9,3,0,,,,,,,,,,0,,,,,,,,,,,
3.00E+00,champs-losers-2-1,2019-03-17 18:22:38 UTC,600,Search & Destroy,Arsenal,Heretics,MethodZsick,W,6,4,6,-2,0.666666667,,,,,,,,,,,,,,,,,,,,,,,,,9,0,3,,,,,,,,,,0,,,,,,,,,,,
3.00E+00,champs-losers-2-1,2019-03-17 18:22:38 UTC,600,Search & Destroy,Arsenal,Heretics,Lucky,W,6,11,5,6,2.2,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,,,,,,,,,,0,,,,,,,,,,,
3.00E+00,champs-losers-2-1,2019-03-17 18:22:38 UTC,600,Search & Destroy,Arsenal,Heretics,Sukry,W,6,8,6,2,1.333333333,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1,,,,,,,,,,0,,,,,,,,,,,
3.00E+00,champs-losers-2-1,2019-03-17 18:22:38 UTC,600,Search & Destroy,Arsenal,Heretics,Mettalz,W,6,12,8,4,1.5,,,,,,,,,,,,,,,,,,,,,,,,,9,0,1,,,,,,,,,,0,,,,,,,,,,,
3.00E+00,champs-losers-2-1,2019-03-17 18:22:38 UTC,600,Search & Destroy,Arsenal,Heretics,JurNii,W,6,4,8,-4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,9,0,2,,,,,,,,,,0,,,,,,,,,,,
